Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
a,hold the line for me a moment,hold,19,11571,7,L19,0,@ just try that call again @ hold the line for me a moment
b,hello,greet,18,11572,1,L18,1,# hold the line for me a moment @ hello
b,i wonder if you could possibly help me at all,direct,10,11573,10,L10,0,@ hello @ i wonder if you could possibly help me at all
b,erm i asked for a phone number um,inform,21,11574,8,L21,0,@ i wonder if you could possibly help me at all @ erm i asked for a phone number um
b,but i don't know the name,inform,21,11575,6,L21,0,@ erm i asked for a phone number um @ but i don't know the name
b,and the lady said she'd transfer me through to but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number,inform,21,11576,32,L21,0,@ but i don't know the name @ and the lady said she'd transfer me through to but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number
b,but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number i've got the address well i i presumed it,inform,21,11577,32,L21,0,@ and the lady said she'd transfer me through to but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number @ but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number i've got the address well i i presumed it
b,so,init,25,11578,1,L25,0,@ but that just went dead so i don't know what you know what's going on i'm trying to find out a phone number i've got the address well i i presumed it @ so
b,i don't know what you know what's going on,inform,21,11579,9,L21,0,@ so @ i don't know what you know what's going on
a,i'm sorry sir,expressRegret,16,11580,3,L16,1,# i don't know what you know what's going on @ i'm sorry sir
a,you were trying to obtain a number,confirm,8,11581,7,L8,0,@ i'm sorry sir @ you were trying to obtain a number
b,i'm trying to find out a phone number,informIntent,24,11582,8,L24,1,# you were trying to obtain a number @ i'm trying to find out a phone number
b,i've got the address,inform,21,11583,4,L21,0,@ i'm trying to find out a phone number @ i've got the address
a,and is that for a business,reqInfo,33,11584,6,L33,1,# i've got the address @ and is that for a business
b,well,init,25,11585,1,L25,1,# and is that for a business @ well
b,i i presumed it was,answ,2,11586,5,L2,0,@ well @ i i presumed it was
b,but apparently it's not,answElab,3,11587,4,L3,0,@ i i presumed it was @ but apparently it's not
b,i mean i've been led to believe that it's a bed and breakfast like flats and what have you,answElab,3,11588,19,L3,0,@ but apparently it's not @ i mean i've been led to believe that it's a bed and breakfast like flats and what have you
a,right i see,backch,5,11589,3,L5,1,# i mean i've been led to believe that it's a bed and breakfast like flats and what have you @ right i see
a,right,ackn,1,11590,1,L1,0,@ right i see @ right
a,i see,ackn,1,11591,2,L1,0,@ right @ i see
b,i'll give you the address,informIntent,24,11592,5,L24,1,# i see @ i'll give you the address
b,the address is number no i rang the operator and spoke to a lady and she said something about not the that sort things i dunno or something is it you do,inform,21,11593,32,L21,0,@ i'll give you the address @ the address is number no i rang the operator and spoke to a lady and she said something about not the that sort things i dunno or something is it you do
a,well,backch,5,11594,1,L5,1,# the address is number no i rang the operator and spoke to a lady and she said something about not the that sort things i dunno or something is it you do @ well
a,i can't look up things at all,inform,21,11595,7,L21,0,@ well @ i can't look up things at all
a,we can't work things that way round,inform,21,11596,7,L21,0,@ i can't look up things at all @ we can't work things that way round
a,that's directory enquiries,inform,21,11597,3,L21,0,@ we can't work things that way round @ that's directory enquiries
a,now,init,25,11598,1,L25,0,@ that's directory enquiries @ now
a,you say you've been through to them,confirm,8,11599,7,L8,0,@ now @ you say you've been through to them
b,no,negate,26,11600,1,L26,1,# you say you've been through to them @ no
b,i rang the operator and spoke to a lady,inform,21,11601,9,L21,0,@ no @ i rang the operator and spoke to a lady
b,and she said something about not the that sort things i dunno,inform,21,11602,12,L21,0,@ i rang the operator and spoke to a lady @ and she said something about not the that sort things i dunno
b,yeah,ackn,1,11603,1,L1,0,@ and she said something about not the that sort things i dunno @ yeah
a,yeah,ackn,1,11604,1,L1,1,# yeah @ yeah
a,you can try if the and you're after do advertise with them they should have a number listed if they don't you can try directory enquiries and their number is sorry bye,suggest,36,11605,32,L36,0,@ yeah @ you can try if the and you're after do advertise with them they should have a number listed if they don't you can try directory enquiries and their number is sorry bye
b,oh hold on,hold,19,11606,3,L19,1,# you can try if the and you're after do advertise with them they should have a number listed if they don't you can try directory enquiries and their number is sorry bye @ oh hold on
b,i have to get a pen now right thanks very much mate bye bye,inform,21,11607,14,L21,0,@ oh hold on @ i have to get a pen now right thanks very much mate bye bye
b,right,ackn,1,11608,1,L1,0,@ i have to get a pen now right thanks very much mate bye bye @ right
a,if the and you're after do advertise with them,inform,21,11609,9,L21,1,# right @ if the and you're after do advertise with them
a,they should have a number listed,inform,21,11610,6,L21,0,@ if the and you're after do advertise with them @ they should have a number listed
a,if they don't,inform,21,11611,3,L21,0,@ they should have a number listed @ if they don't
a,you can try directory enquiries,suggest,36,11612,5,L36,0,@ if they don't @ you can try directory enquiries
a,and their number is sorry bye bye,inform,21,11613,7,L21,0,@ you can try directory enquiries @ and their number is sorry bye bye
b,thanks very much mate,thank,37,11614,4,L37,1,# and their number is sorry bye bye @ thanks very much mate
b,bye bye,bye,6,11615,2,L6,0,@ thanks very much mate @ bye bye
a,bye bye,bye,6,11616,2,L6,1,# bye bye @ bye bye
b,could you check a line please,direct,10,11617,6,L10,1,# bye bye @ could you check a line please
a,certainly,accept,0,11618,1,L0,1,# could you check a line please @ certainly
a,what difficulties where you having,reqInfo,33,11619,5,L33,0,@ certainly @ what difficulties where you having
b,er it's been engaged for three quarters of an hour now,answ,2,11620,11,L2,1,# what difficulties where you having @ er it's been engaged for three quarters of an hour now
a,oh i'm sorry,expressRegret,16,11621,3,L16,1,# er it's been engaged for three quarters of an hour now @ oh i'm sorry
a,what's the code and number,reqInfo,33,11622,5,L33,0,@ oh i'm sorry @ what's the code and number
b,double thanks,answElab,3,11623,2,L3,1,# what's the code and number @ double thanks
a,double thank you can you hold the line for me thank you,echo,12,11624,12,L12,1,# double thanks @ double thank you can you hold the line for me thank you
a,thank you can you hold the line for me thank you,thank,37,11625,11,L37,0,@ double thank you can you hold the line for me thank you @ thank you can you hold the line for me thank you
a,can you hold the line for me,hold,19,11626,7,L19,0,@ thank you can you hold the line for me thank you @ can you hold the line for me
b,thanks,thank,37,11627,1,L37,1,# can you hold the line for me @ thanks
a,thank you,thank,37,11628,2,L37,1,# thanks @ thank you
b,i think i've just spoke to you with regard to the double code,expressOpinion,14,11629,13,L14,1,# thank you @ i think i've just spoke to you with regard to the double code
b,someone rang me,inform,21,11630,3,L21,0,@ i think i've just spoke to you with regard to the double code @ someone rang me
b,and i've got an answerphone,inform,21,11631,5,L21,0,@ someone rang me @ and i've got an answerphone
b,the answerphone clicked in i was upstairs,inform,21,11632,7,L21,0,@ and i've got an answerphone @ the answerphone clicked in i was upstairs
b,but they didn't leave a message,inform,21,11633,6,L21,0,@ the answerphone clicked in i was upstairs @ but they didn't leave a message
b,and i wrote down the number that they that was on,inform,21,11634,11,L21,0,@ but they didn't leave a message @ and i wrote down the number that they that was on
b,i rang you to get the area for the code,inform,21,11635,10,L21,0,@ and i wrote down the number that they that was on @ i rang you to get the area for the code
b,and you said,inform,21,11636,3,L21,0,@ i rang you to get the area for the code @ and you said
b,i've rung the number back,inform,21,11637,5,L21,0,@ and you said @ i've rung the number back
b,and nobody's answered,inform,21,11638,3,L21,0,@ i've rung the number back @ and nobody's answered
a,yes,backch,5,11639,1,L5,1,# and nobody's answered @ yes
a,right,backch,5,11640,1,L5,0,@ yes @ right
a,yeah,backch,5,11641,1,L5,0,@ right @ yeah
a,yeah,backch,5,11642,1,L5,0,@ yeah @ yeah
a,hmm hmm,backch,5,11643,2,L5,0,@ yeah @ hmm hmm
a,hmm,backch,5,11644,1,L5,0,@ hmm hmm @ hmm
a,nobody's answered,echo,12,11645,2,L12,0,@ hmm @ nobody's answered
a,right,ackn,1,11646,1,L1,0,@ nobody's answered @ right
a,what was the code and number please,reqInfo,33,11647,7,L33,0,@ right @ what was the code and number please
b,no,backch,5,11648,1,L5,1,# what was the code and number please @ no
a,thank you,thank,37,11649,2,L37,1,# no @ thank you
b,i i don't know anyone who lives in oh really oh how bizarre no i don't i rang them back and it just kept ringing and ringing so i suppose they must,inform,21,11650,32,L21,1,# thank you @ i i don't know anyone who lives in oh really oh how bizarre no i don't i rang them back and it just kept ringing and ringing so i suppose they must
a,it's actually a public payphone,inform,21,11651,5,L21,1,# i i don't know anyone who lives in oh really oh how bizarre no i don't i rang them back and it just kept ringing and ringing so i suppose they must @ it's actually a public payphone
b,oh really,ackn,1,11652,2,L1,1,# it's actually a public payphone @ oh really
b,oh how bizarre,exclaim,13,11653,3,L13,0,@ oh really @ oh how bizarre
a,you don't know anyone who lives in oh right i suppose they must have thanks bye,confirm,8,11654,16,L8,1,# oh how bizarre @ you don't know anyone who lives in oh right i suppose they must have thanks bye
b,no,ackn,1,11655,1,L1,1,# you don't know anyone who lives in oh right i suppose they must have thanks bye @ no
b,i don't,ackn,1,11656,2,L1,0,@ no @ i don't
b,i rang them back,inform,21,11657,4,L21,0,@ i don't @ i rang them back
b,and it just kept ringing and ringing,inform,21,11658,7,L21,0,@ i rang them back @ and it just kept ringing and ringing
b,so,init,25,11659,1,L25,0,@ and it just kept ringing and ringing @ so
b,i suppose they must have rung from there and then gone on,expressOpinion,14,11660,12,L14,0,@ so @ i suppose they must have rung from there and then gone on
a,oh right,backch,5,11661,2,L5,1,# i suppose they must have rung from there and then gone on @ oh right
a,i suppose they must have,expressOpinion,14,11662,5,L14,0,@ oh right @ i suppose they must have
b,yeah,ackn,1,11663,1,L1,1,# i suppose they must have @ yeah
b,okay then,init,25,11664,2,L25,0,@ yeah @ okay then
b,thanks,thank,37,11665,1,L37,0,@ okay then @ thanks
a,thanks,thank,37,11666,1,L37,1,# thanks @ thanks
a,bye,bye,6,11667,1,L6,0,@ thanks @ bye
b,bye,bye,6,11668,1,L6,1,# bye @ bye
b,good afternoon,greet,18,11669,2,L18,0,@ bye @ good afternoon
b,i'm trying to locate a number,informIntent,24,11670,6,L24,0,@ good afternoon @ i'm trying to locate a number
b,em he's a customer of mine,inform,21,11671,6,L21,0,@ i'm trying to locate a number @ em he's a customer of mine
b,and the the line's now saying the number is no longer or not available,inform,21,11672,14,L21,0,@ em he's a customer of mine @ and the the line's now saying the number is no longer or not available
b,does that mean the line's dead or does that mean there's a fault on the line,reqInfo,33,11673,16,L33,0,@ and the the line's now saying the number is no longer or not available @ does that mean the line's dead or does that mean there's a fault on the line
a,i'm sorry,expressRegret,16,11674,2,L16,1,# does that mean the line's dead or does that mean there's a fault on the line @ i'm sorry
a,let me try the call for you,offer,27,11675,7,L27,0,@ i'm sorry @ let me try the call for you
a,and i can give you any more information,expressPossibility,15,11676,8,L15,0,@ let me try the call for you @ and i can give you any more information
a,what was the code and number,reqInfo,33,11677,6,L33,0,@ and i can give you any more information @ what was the code and number
b,thanks very much,backch,5,11678,3,L5,1,# what was the code and number @ thanks very much
b,it's oh right that's not good he owes me money that's not good at all er yeah i'm sure i can see the invoice just bear with me to see if i've,answ,2,11679,32,L2,0,@ thanks very much @ it's oh right that's not good he owes me money that's not good at all er yeah i'm sure i can see the invoice just bear with me to see if i've
a,yeah,init,25,11680,1,L25,1,# it's oh right that's not good he owes me money that's not good at all er yeah i'm sure i can see the invoice just bear with me to see if i've @ yeah
a,there's no longer a customer using that number,inform,21,11681,8,L21,0,@ yeah @ there's no longer a customer using that number
a,i'm afraid,expressRegret,16,11682,2,L16,0,@ there's no longer a customer using that number @ i'm afraid
b,oh right,ackn,1,11683,2,L1,1,# i'm afraid @ oh right
b,that's not good,expressOpinion,14,11684,3,L14,0,@ oh right @ that's not good
b,he owes me money,inform,21,11685,4,L21,0,@ that's not good @ he owes me money
b,that's not good at all,expressOpinion,14,11686,5,L14,0,@ he owes me money @ that's not good at all
a,um if you've got a person's name and address,inform,21,11687,9,L21,1,# that's not good at all @ um if you've got a person's name and address
a,i can put you through to directory enquiries to see if they've got an updated number for you,offer,27,11688,18,L27,0,@ um if you've got a person's name and address @ i can put you through to directory enquiries to see if they've got an updated number for you
b,er yeah,ackn,1,11689,2,L1,1,# i can put you through to directory enquiries to see if they've got an updated number for you @ er yeah
b,i'm sure i can see the invoice,inform,21,11690,7,L21,0,@ er yeah @ i'm sure i can see the invoice
b,just bear with me to see if i've got the actual address,informIntent,24,11691,12,L24,0,@ i'm sure i can see the invoice @ just bear with me to see if i've got the actual address
b,just bear with me two seconds i haven't got an address yet here not here i've got a name but not an address it is an unusual name and it's quite a,hold,19,11692,32,L19,0,@ just bear with me to see if i've got the actual address @ just bear with me two seconds i haven't got an address yet here not here i've got a name but not an address it is an unusual name and it's quite a
b,i haven't got an address yet here not here,inform,21,11693,9,L21,0,@ just bear with me two seconds i haven't got an address yet here not here i've got a name but not an address it is an unusual name and it's quite a @ i haven't got an address yet here not here
b,i've got a name but not an address,inform,21,11694,8,L21,0,@ i haven't got an address yet here not here @ i've got a name but not an address
a,sure,backch,5,11695,1,L5,1,# i've got a name but not an address @ sure
a,no,ackn,1,11696,1,L1,0,@ sure @ no
a,if you haven't got an address,inform,21,11697,6,L21,0,@ no @ if you haven't got an address
a,it's unlikely they'd be able to find anything,inform,21,11698,8,L21,0,@ if you haven't got an address @ it's unlikely they'd be able to find anything
a,unless it was an unusual name and you do know the area,inform,21,11699,12,L21,0,@ it's unlikely they'd be able to find anything @ unless it was an unusual name and you do know the area
b,it is an unusual name and it's quite a small area,inform,21,11700,11,L21,1,# unless it was an unusual name and you do know the area @ it is an unusual name and it's quite a small area
b,it's a village,inform,21,11701,3,L21,0,@ it is an unusual name and it's quite a small area @ it's a village
a,oh well,init,25,11702,2,L25,1,# it's a village @ oh well
a,i'll put you through to them just in case,informIntent,24,11703,9,L24,0,@ oh well @ i'll put you through to them just in case
b,thanks ever so much,thank,37,11704,4,L37,1,# i'll put you through to them just in case @ thanks ever so much
b,i'd appreciate that,appreciate,4,11705,3,L4,0,@ thanks ever so much @ i'd appreciate that
a,right,ackn,1,11706,1,L1,1,# i'd appreciate that @ right
a,just hold the line for a moment,hold,19,11707,7,L19,0,@ right @ just hold the line for a moment
b,oh could you put me through to police please,direct,10,11708,9,L10,1,# just hold the line for a moment @ oh could you put me through to police please
a,um do you know the number for them,reqInfo,33,11709,8,L33,1,# oh could you put me through to police please @ um do you know the number for them
b,no,answ,2,11710,1,L2,1,# um do you know the number for them @ no
b,i don't,answElab,3,11711,2,L3,0,@ no @ i don't
a,to obtain the number,inform,21,11712,4,L21,1,# i don't @ to obtain the number
a,you'll need directories on would you like me to put you through to them hold the line please,inform,21,11713,18,L21,0,@ to obtain the number @ you'll need directories on would you like me to put you through to them hold the line please
a,would you like me to put you through to them,offer,27,11714,10,L27,0,@ you'll need directories on would you like me to put you through to them hold the line please @ would you like me to put you through to them
b,yeah,accept,0,11715,1,L0,1,# would you like me to put you through to them @ yeah
b,but i thought that's what you could do if i,expressOpinion,14,11716,10,L14,0,@ yeah @ but i thought that's what you could do if i
b,oh yeah,ackn,1,11717,2,L1,0,@ but i thought that's what you could do if i @ oh yeah
b,yeah okay,ackn,1,11718,2,L1,0,@ oh yeah @ yeah okay
a,hold the line please,hold,19,11719,4,L19,1,# yeah okay @ hold the line please
b,oh hello there,greet,18,11720,3,L18,1,# hold the line please @ oh hello there
b,i'm dialling an number,informIntent,24,11721,4,L24,0,@ oh hello there @ i'm dialling an number
b,i wonder if the phone's been left off the hook,reqInfo,33,11722,10,L33,0,@ i'm dialling an number @ i wonder if the phone's been left off the hook
a,i'm sorry about that,expressRegret,16,11723,4,L16,1,# i wonder if the phone's been left off the hook @ i'm sorry about that
a,what's the code and number please,reqInfo,33,11724,6,L33,0,@ i'm sorry about that @ what's the code and number please
b,er,backch,5,11725,1,L5,1,# what's the code and number please @ er
b,it's double oh yes please yeah thank you,answ,2,11726,8,L2,0,@ er @ it's double oh yes please yeah thank you
b,double oh yes please yeah thank you,answElab,3,11727,7,L3,0,@ it's double oh yes please yeah thank you @ double oh yes please yeah thank you
a,double thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye,echo,12,11728,23,L12,1,# double oh yes please yeah thank you @ double thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye
a,thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye,thank,37,11729,22,L37,0,@ double thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye @ thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye
a,would you like connection,reqDirect,32,11730,4,L32,0,@ thank you oh that's ringing for you would you like connection certainly i'll leave you with the call then thank you bye @ would you like connection
b,oh yes please,direct,10,11731,3,L10,1,# would you like connection @ oh yes please
b,yeah,directElab,11,11732,1,L11,0,@ oh yes please @ yeah
a,certainly,accept,0,11733,1,L0,1,# yeah @ certainly
a,i'll leave you with the call then,informIntent,24,11734,7,L24,0,@ certainly @ i'll leave you with the call then
a,thank you,thank,37,11735,2,L37,0,@ i'll leave you with the call then @ thank you
a,bye,bye,6,11736,1,L6,0,@ thank you @ bye
b,thank you,backch,5,11737,2,L5,1,# bye @ thank you
b,hello,greet,18,11738,1,L18,0,@ thank you @ hello
b,er i've been trying to call a number who phoned me a while back,inform,21,11739,14,L21,0,@ hello @ er i've been trying to call a number who phoned me a while back
b,and i wonder if it's possible that they haven't put the phone back properly,expressPossibility,15,11740,14,L15,0,@ er i've been trying to call a number who phoned me a while back @ and i wonder if it's possible that they haven't put the phone back properly
b,i don't know if there's any way of checking that,reqInfo,33,11741,10,L33,0,@ and i wonder if it's possible that they haven't put the phone back properly @ i don't know if there's any way of checking that
b,cause its been permanently engaged since,inform,21,11742,6,L21,0,@ i don't know if there's any way of checking that @ cause its been permanently engaged since
a,i m sorry about that,expressRegret,16,11743,5,L16,1,# cause its been permanently engaged since @ i m sorry about that
a,could i have the code and number,reqInfo,33,11744,7,L33,0,@ i m sorry about that @ could i have the code and number
b,yeah,answ,2,11745,1,L2,1,# could i have the code and number @ yeah
b,it's okay thank you,answElab,3,11746,4,L3,0,@ yeah @ it's okay thank you
a,okay,ackn,1,11747,1,L1,1,# it's okay thank you @ okay
a,i'll just try the call for you okay,informIntent,24,11748,8,L24,0,@ okay @ i'll just try the call for you okay
a,okay,ackn,1,11749,1,L1,0,@ i'll just try the call for you okay @ okay
a,i'm actually experiencing the same difficulties,inform,21,11750,6,L21,0,@ okay @ i'm actually experiencing the same difficulties
a,i'm just going to go off line so that i can make further enquiries for you,informIntent,24,11751,16,L24,0,@ i'm actually experiencing the same difficulties @ i'm just going to go off line so that i can make further enquiries for you
b,okay,ackn,1,11752,1,L1,1,# i'm just going to go off line so that i can make further enquiries for you @ okay
b,thank you,thank,37,11753,2,L37,0,@ okay @ thank you
b,hello,greet,18,11754,1,L18,0,@ thank you @ hello
b,i've got this um callminder service on,inform,21,11755,7,L21,0,@ hello @ i've got this um callminder service on
b,i've recorded a greeting on it and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you,inform,21,11756,32,L21,0,@ i've got this um callminder service on @ i've recorded a greeting on it and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you
b,and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you,inform,21,11757,26,L21,0,@ i've recorded a greeting on it and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you @ and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you
b,i don't know what i've done wrong what buttons i've pressed wrong,inform,21,11758,12,L21,0,@ and it won't recognise it i don't know what i've done wrong what buttons i've pressed wrong is it possible to get back to thank you @ i don't know what i've done wrong what buttons i've pressed wrong
b,is it possible to get back to,reqInfo,33,11759,7,L33,0,@ i don't know what i've done wrong what buttons i've pressed wrong @ is it possible to get back to
a,right,backch,5,11760,1,L5,1,# is it possible to get back to @ right
a,yes,ackn,1,11761,1,L1,0,@ right @ yes
a,so,init,25,11762,1,L25,0,@ yes @ so
a,it's callminder is it,reqInfo,33,11763,4,L33,0,@ so @ it's callminder is it
a,just one moment,hold,19,11764,3,L19,0,@ it's callminder is it @ just one moment
a,i'll put you through to the fault reporting department,informIntent,24,11765,9,L24,0,@ just one moment @ i'll put you through to the fault reporting department
b,thank you,thank,37,11766,2,L37,1,# i'll put you through to the fault reporting department @ thank you
a,it's ringing for you,inform,21,11767,4,L21,1,# thank you @ it's ringing for you
a,thank you,thank,37,11768,2,L37,0,@ it's ringing for you @ thank you
b,huh um could you get er Police Station yes could you help me because i'm disabled,direct,10,11769,16,L10,1,# thank you @ huh um could you get er Police Station yes could you help me because i'm disabled
a,you want the number,reqInfo,33,11770,4,L33,1,# huh um could you get er Police Station yes could you help me because i'm disabled @ you want the number
a,i can put you through to directories,offer,27,11771,7,L27,0,@ you want the number @ i can put you through to directories
b,yes,backch,5,11772,1,L5,1,# i can put you through to directories @ yes
b,could you help me,direct,10,11773,4,L10,0,@ yes @ could you help me
b,because i'm disabled,inform,21,11774,3,L21,0,@ could you help me @ because i'm disabled
a,just a moment then please yeah this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number,hold,19,11775,32,L19,1,# because i'm disabled @ just a moment then please yeah this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number
a,yeah,ackn,1,11776,1,L1,0,@ just a moment then please yeah this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number @ yeah
a,this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number do you want me to connect,identifySelf,20,11777,32,L20,0,@ yeah @ this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number do you want me to connect
a,i'm looking for the number of Police% Station please,reqInfo,33,11778,9,L33,0,@ this is i'm looking for the number of Police% Station please yep yep double double okay then thanks a lot bye okay i've got the number do you want me to connect @ i'm looking for the number of Police% Station please
a,yep,backch,5,11779,1,L5,0,@ i'm looking for the number of Police% Station please @ yep
a,yep,backch,5,11780,1,L5,0,@ yep @ yep
a,double okay then thanks a lot bye okay i've got the number do you want me to connect you that's ringing for you thank you,echo,12,11781,25,L12,0,@ yep @ double okay then thanks a lot bye okay i've got the number do you want me to connect you that's ringing for you thank you
a,okay then,ackn,1,11782,2,L1,0,@ double okay then thanks a lot bye okay i've got the number do you want me to connect you that's ringing for you thank you @ okay then
a,thanks a lot,thank,37,11783,3,L37,0,@ okay then @ thanks a lot
a,bye okay i've got the number do you want me to connect you that's ringing for you thank you,bye,6,11784,19,L6,0,@ thanks a lot @ bye okay i've got the number do you want me to connect you that's ringing for you thank you
a,okay,init,25,11785,1,L25,0,@ bye okay i've got the number do you want me to connect you that's ringing for you thank you @ okay
a,i've got the number,inform,21,11786,4,L21,0,@ okay @ i've got the number
a,do you want me to connect you,reqDirect,32,11787,7,L32,0,@ i've got the number @ do you want me to connect you
a,that's ringing for you,inform,21,11788,4,L21,0,@ do you want me to connect you @ that's ringing for you
a,thank you,thank,37,11789,2,L37,0,@ that's ringing for you @ thank you
b,hi,greet,18,11790,1,L18,1,# thank you @ hi
b,can you just remind me,reqInfo,33,11791,5,L33,0,@ hi @ can you just remind me
b,what's the er the code for the early to book an early morning call please,reqInfo,33,11792,15,L33,0,@ can you just remind me @ what's the er the code for the early to book an early morning call please
a,doing it through your phone,answ,2,11793,5,L2,1,# what's the er the code for the early to book an early morning call please @ doing it through your phone
a,it will be star five five star,answElab,3,11794,7,L3,0,@ doing it through your phone @ it will be star five five star
b,star five five star,echo,12,11795,4,L12,1,# it will be star five five star @ star five five star
a,time in the twenty four hour clock,answElab,3,11796,7,L3,1,# star five five star @ time in the twenty four hour clock
b,yep,ackn,1,11797,1,L1,1,# time in the twenty four hour clock @ yep
a,then the hash key,answElab,3,11798,4,L3,1,# yep @ then the hash key
b,super,appreciate,4,11799,1,L4,1,# then the hash key @ super
b,thank you,thank,37,11800,2,L37,0,@ super @ thank you
a,thank you then,thank,37,11801,3,L37,1,# thank you @ thank you then
b,bye,bye,6,11802,1,L6,1,# thank you then @ bye
a,bye,bye,6,11803,1,L6,1,# bye @ bye
a,bye,bye,6,11804,1,L6,0,@ bye @ bye
b,um can i have the number for directory enquiries please,reqInfo,33,11805,10,L33,1,# bye @ um can i have the number for directory enquiries please
a,yeah,answ,2,11806,1,L2,1,# um can i have the number for directory enquiries please @ yeah
a,they're on thank you bye bye,answElab,3,11807,6,L3,0,@ yeah @ they're on thank you bye bye
b,thanks,thank,37,11808,1,L37,1,# they're on thank you bye bye @ thanks
a,thank you,thank,37,11809,2,L37,1,# thanks @ thank you
a,bye bye,bye,6,11810,2,L6,0,@ thank you @ bye bye
b,ah yes,ackn,1,11811,2,L1,1,# bye bye @ ah yes
b,sorry um i don't know if this is possible or not is it possible to check numbers that have been phoned in to to yourself recently you can't um what about if,expressRegret,16,11812,32,L16,0,@ ah yes @ sorry um i don't know if this is possible or not is it possible to check numbers that have been phoned in to to yourself recently you can't um what about if
b,um i don't know if this is possible or not,inform,21,11813,10,L21,0,@ sorry um i don't know if this is possible or not is it possible to check numbers that have been phoned in to to yourself recently you can't um what about if @ um i don't know if this is possible or not
b,is it possible to check numbers that have been phoned in to to yourself recently,reqInfo,33,11814,15,L33,0,@ um i don't know if this is possible or not @ is it possible to check numbers that have been phoned in to to yourself recently
a,there's no way we can chase who's been ringing you i'm afraid,answElab,3,11815,12,L3,1,# is it possible to check numbers that have been phoned in to to yourself recently @ there's no way we can chase who's been ringing you i'm afraid
a,no,answElab,3,11816,1,L3,0,@ there's no way we can chase who's been ringing you i'm afraid @ no
a,we just don't have don't have the equipment for that,answElab,3,11817,10,L3,0,@ no @ we just don't have don't have the equipment for that
b,you can't,backch,5,11818,2,L5,1,# we just don't have don't have the equipment for that @ you can't
b,um what about if it's a phone out one,reqInfo,33,11819,9,L33,0,@ you can't @ um what about if it's a phone out one
a,well,init,25,11820,1,L25,1,# um what about if it's a phone out one @ well
a,obviously we've got the phone out one,answ,2,11821,7,L2,0,@ well @ obviously we've got the phone out one
a,but i don't have access to that,answElab,3,11822,7,L3,0,@ obviously we've got the phone out one @ but i don't have access to that
a,it's the billing department so they can charge you,inform,21,11823,9,L21,0,@ but i don't have access to that @ it's the billing department so they can charge you
b,right,ackn,1,11824,1,L1,1,# it's the billing department so they can charge you @ right
b,they're they're not open are they,reqInfo,33,11825,6,L33,0,@ right @ they're they're not open are they
a,they they won't be open,answ,2,11826,5,L2,1,# they're they're not open are they @ they they won't be open
a,no,answElab,3,11827,1,L3,0,@ they they won't be open @ no
a,i mean all you can do is,expressPossibility,15,11828,7,L15,0,@ no @ i mean all you can do is
a,if you ring Monday morning to that's customer services and they may be able to help you there with that one the calls going out from your number but not incoming thank,suggest,36,11829,32,L36,0,@ i mean all you can do is @ if you ring Monday morning to that's customer services and they may be able to help you there with that one the calls going out from your number but not incoming thank
a,that's customer services,inform,21,11830,3,L21,0,@ if you ring Monday morning to that's customer services and they may be able to help you there with that one the calls going out from your number but not incoming thank @ that's customer services
a,and they may be able to help you there with that one,expressPossibility,15,11831,12,L15,0,@ that's customer services @ and they may be able to help you there with that one
a,the calls going out from your number,confirm,8,11832,7,L8,0,@ and they may be able to help you there with that one @ the calls going out from your number
a,but not incoming,confirm,8,11833,3,L8,0,@ the calls going out from your number @ but not incoming
b,right,backch,5,11834,1,L5,1,# but not incoming @ right
b,right,backch,5,11835,1,L5,0,@ right @ right
b,okay then,ackn,1,11836,2,L1,0,@ right @ okay then
b,thanks a lot,thank,37,11837,3,L37,0,@ okay then @ thanks a lot
a,thank you,thank,37,11838,2,L37,1,# thanks a lot @ thank you
a,bye bye,bye,6,11839,2,L6,0,@ thank you @ bye bye
b,bye,bye,6,11840,1,L6,1,# bye bye @ bye
b,hello love,greet,18,11841,2,L18,0,@ bye @ hello love
